scenario_id,condition,generated_at,is_valid,invalid_reason,compliance_mL_per_cmH2O,resistance_cmH2O_L_s,respiratory_rate,tidal_volume_mL,tidal_volume_mL_per_kg,ie_ratio,peep_cmH2O,flow_pattern,ppeak_cmH2O,pplat_cmH2O,driving_p_cmH2O,mean_paw_cmH2O,auto_peep_cmH2O,delivered_vt_mL,minute_vent_L
VCV_Bronchospasm_C060_R030_VT04_RR016_PEEP20_IE050_SQR,Bronchospasm,2026-05-07T05:39:56.528992+00:00,True,,60.0,30.0,16,280.0,4.0,0.5,20,square,32.95,24.67,4.67,23.66,1.56,277.76,4.444
VCV_Bronchospasm_C060_R030_VT04_RR016_PEEP20_IE050_DEC,Bronchospasm,2026-05-07T05:39:56.529402+00:00,True,,60.0,30.0,16,280.0,4.0,0.5,20,decelerating,35.09,24.7,4.7,23.93,1.57,277.76,4.444
VCV_Bronchospasm_C060_R030_VT04_RR016_PEEP20_IE033_SQR,Bronchospasm,2026-05-07T05:39:56.529815+00:00,True,,60.0,30.0,16,280.0,4.0,0.33,20,square,34.93,24.66,4.66,23.29,1.24,276.85,4.43
VCV_Bronchospasm_C060_R030_VT04_RR016_PEEP20_IE033_DEC,Bronchospasm,2026-05-07T05:39:56.530224+00:00,True,,60.0,30.0,16,280.0,4.0,0.33,20,decelerating,39.41,24.71,4.71,23.5,1.25,276.85,4.43
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP00_IE100_SQR,Bronchospasm,2026-05-07T05:39:56.530613+00:00,True,,60.0,30.0,24,280.0,4.0,1.0,0,square,16.08,4.67,4.67,6.63,4.7,277.76,6.666
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP00_IE100_DEC,Bronchospasm,2026-05-07T05:39:56.530996+00:00,True,,60.0,30.0,24,280.0,4.0,1.0,0,decelerating,18.25,4.7,4.7,7.03,4.74,277.76,6.666
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP00_IE050_SQR,Bronchospasm,2026-05-07T05:39:56.531396+00:00,True,,60.0,30.0,24,280.0,4.0,0.5,0,square,17.8,4.65,4.65,5.22,3.08,275.52,6.612
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP00_IE050_DEC,Bronchospasm,2026-05-07T05:39:56.531795+00:00,True,,60.0,30.0,24,280.0,4.0,0.5,0,decelerating,23.39,4.7,4.7,5.51,3.11,275.52,6.612
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP00_IE033_SQR,Bronchospasm,2026-05-07T05:39:56.532191+00:00,True,,60.0,30.0,24,280.0,4.0,0.33,0,square,20.76,4.66,4.66,4.73,2.55,275.35,6.608
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP00_IE033_DEC,Bronchospasm,2026-05-07T05:39:56.532586+00:00,True,,60.0,30.0,24,280.0,4.0,0.33,0,decelerating,29.83,4.74,4.74,4.98,2.6,275.35,6.608
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP08_IE100_SQR,Bronchospasm,2026-05-07T05:39:56.532977+00:00,True,,60.0,30.0,24,280.0,4.0,1.0,8,square,24.08,12.67,4.67,14.63,4.7,277.76,6.666
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP08_IE100_DEC,Bronchospasm,2026-05-07T05:39:56.533362+00:00,True,,60.0,30.0,24,280.0,4.0,1.0,8,decelerating,26.25,12.7,4.7,15.03,4.74,277.76,6.666
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP08_IE050_SQR,Bronchospasm,2026-05-07T05:39:56.533778+00:00,True,,60.0,30.0,24,280.0,4.0,0.5,8,square,25.8,12.65,4.65,13.22,3.08,275.52,6.612
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP08_IE050_DEC,Bronchospasm,2026-05-07T05:39:56.534176+00:00,True,,60.0,30.0,24,280.0,4.0,0.5,8,decelerating,31.39,12.7,4.7,13.51,3.11,275.52,6.612
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP08_IE033_SQR,Bronchospasm,2026-05-07T05:39:56.534572+00:00,True,,60.0,30.0,24,280.0,4.0,0.33,8,square,28.76,12.66,4.66,12.73,2.55,275.35,6.608
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP08_IE033_DEC,Bronchospasm,2026-05-07T05:39:56.534996+00:00,True,,60.0,30.0,24,280.0,4.0,0.33,8,decelerating,37.83,12.74,4.74,12.98,2.6,275.35,6.608
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP16_IE100_SQR,Bronchospasm,2026-05-07T05:39:56.535392+00:00,True,,60.0,30.0,24,280.0,4.0,1.0,16,square,32.08,20.67,4.67,22.63,4.7,277.76,6.666
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP16_IE100_DEC,Bronchospasm,2026-05-07T05:39:56.535776+00:00,True,,60.0,30.0,24,280.0,4.0,1.0,16,decelerating,34.25,20.7,4.7,23.03,4.74,277.76,6.666
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP16_IE050_SQR,Bronchospasm,2026-05-07T05:39:56.536171+00:00,True,,60.0,30.0,24,280.0,4.0,0.5,16,square,33.8,20.65,4.65,21.22,3.08,275.52,6.612
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP16_IE050_DEC,Bronchospasm,2026-05-07T05:39:56.536566+00:00,True,,60.0,30.0,24,280.0,4.0,0.5,16,decelerating,39.39,20.7,4.7,21.51,3.11,275.52,6.612
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP16_IE033_SQR,Bronchospasm,2026-05-07T05:39:56.536967+00:00,True,,60.0,30.0,24,280.0,4.0,0.33,16,square,36.76,20.66,4.66,20.73,2.55,275.35,6.608
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP16_IE033_DEC,Bronchospasm,2026-05-07T05:39:56.537363+00:00,True,,60.0,30.0,24,280.0,4.0,0.33,16,decelerating,45.83,20.74,4.74,20.98,2.6,275.35,6.608
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP20_IE100_SQR,Bronchospasm,2026-05-07T05:39:56.537744+00:00,True,,60.0,30.0,24,280.0,4.0,1.0,20,square,36.08,24.67,4.67,26.63,4.7,277.76,6.666
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP20_IE100_DEC,Bronchospasm,2026-05-07T05:39:56.538128+00:00,True,,60.0,30.0,24,280.0,4.0,1.0,20,decelerating,38.25,24.7,4.7,27.03,4.74,277.76,6.666
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP20_IE050_SQR,Bronchospasm,2026-05-07T05:39:56.538522+00:00,True,,60.0,30.0,24,280.0,4.0,0.5,20,square,37.8,24.65,4.65,25.22,3.08,275.52,6.612
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP20_IE050_DEC,Bronchospasm,2026-05-07T05:39:56.538916+00:00,True,,60.0,30.0,24,280.0,4.0,0.5,20,decelerating,43.39,24.7,4.7,25.51,3.11,275.52,6.612
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP20_IE033_SQR,Bronchospasm,2026-05-07T05:39:56.539318+00:00,True,,60.0,30.0,24,280.0,4.0,0.33,20,square,40.76,24.66,4.66,24.73,2.55,275.35,6.608
VCV_Bronchospasm_C060_R030_VT04_RR024_PEEP20_IE033_DEC,Bronchospasm,2026-05-07T05:39:56.539712+00:00,True,,60.0,30.0,24,280.0,4.0,0.33,20,decelerating,49.83,24.74,4.74,24.98,2.6,275.35,6.608
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP00_IE100_SQR,Bronchospasm,2026-05-07T05:39:56.540093+00:00,True,,60.0,30.0,30,280.0,4.0,1.0,0,square,19.39,4.67,4.67,8.04,6.34,277.2,8.316
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP00_IE100_DEC,Bronchospasm,2026-05-07T05:39:56.540476+00:00,True,,60.0,30.0,30,280.0,4.0,1.0,0,decelerating,23.28,4.71,4.71,8.45,6.4,277.2,8.316
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP00_IE050_SQR,Bronchospasm,2026-05-07T05:39:56.540870+00:00,True,,60.0,30.0,30,280.0,4.0,0.5,0,square,21.6,4.69,4.69,6.45,4.32,277.2,8.316
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP00_IE050_DEC,Bronchospasm,2026-05-07T05:39:56.541260+00:00,True,,60.0,30.0,30,280.0,4.0,0.5,0,decelerating,29.72,4.76,4.76,6.77,4.38,277.2,8.316
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP00_IE033_SQR,Bronchospasm,2026-05-07T05:39:56.541652+00:00,True,,60.0,30.0,30,280.0,4.0,0.33,0,square,25.26,4.7,4.7,5.86,3.64,276.48,8.294
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP00_IE033_DEC,Bronchospasm,2026-05-07T05:39:56.542043+00:00,True,,60.0,30.0,30,280.0,4.0,0.33,0,decelerating,37.75,4.8,4.8,6.14,3.71,276.48,8.294
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP08_IE100_SQR,Bronchospasm,2026-05-07T05:39:56.542421+00:00,True,,60.0,30.0,30,280.0,4.0,1.0,8,square,27.39,12.67,4.67,16.04,6.34,277.2,8.316
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP08_IE100_DEC,Bronchospasm,2026-05-07T05:39:56.542798+00:00,True,,60.0,30.0,30,280.0,4.0,1.0,8,decelerating,31.28,12.71,4.71,16.45,6.4,277.2,8.316
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP08_IE050_SQR,Bronchospasm,2026-05-07T05:39:56.543191+00:00,True,,60.0,30.0,30,280.0,4.0,0.5,8,square,29.6,12.69,4.69,14.45,4.32,277.2,8.316
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP08_IE050_DEC,Bronchospasm,2026-05-07T05:39:56.543579+00:00,True,,60.0,30.0,30,280.0,4.0,0.5,8,decelerating,37.72,12.76,4.76,14.77,4.38,277.2,8.316
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP08_IE033_SQR,Bronchospasm,2026-05-07T05:39:56.543967+00:00,True,,60.0,30.0,30,280.0,4.0,0.33,8,square,33.26,12.7,4.7,13.86,3.64,276.48,8.294
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP08_IE033_DEC,Bronchospasm,2026-05-07T05:39:56.544355+00:00,True,,60.0,30.0,30,280.0,4.0,0.33,8,decelerating,45.75,12.8,4.8,14.14,3.71,276.48,8.294
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP16_IE100_SQR,Bronchospasm,2026-05-07T05:39:56.544733+00:00,True,,60.0,30.0,30,280.0,4.0,1.0,16,square,35.39,20.67,4.67,24.04,6.34,277.2,8.316
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP16_IE100_DEC,Bronchospasm,2026-05-07T05:39:56.545116+00:00,True,,60.0,30.0,30,280.0,4.0,1.0,16,decelerating,39.28,20.71,4.71,24.45,6.4,277.2,8.316
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP16_IE050_SQR,Bronchospasm,2026-05-07T05:39:56.545504+00:00,True,,60.0,30.0,30,280.0,4.0,0.5,16,square,37.6,20.69,4.69,22.45,4.32,277.2,8.316
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP16_IE050_DEC,Bronchospasm,2026-05-07T05:39:56.545896+00:00,True,,60.0,30.0,30,280.0,4.0,0.5,16,decelerating,45.72,20.76,4.76,22.77,4.38,277.2,8.316
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP16_IE033_SQR,Bronchospasm,2026-05-07T05:39:56.546284+00:00,True,,60.0,30.0,30,280.0,4.0,0.33,16,square,41.26,20.7,4.7,21.86,3.64,276.48,8.294
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP16_IE033_DEC,Bronchospasm,2026-05-07T05:39:56.546673+00:00,False,PPeak 53.7 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,30.0,30,280.0,4.0,0.33,16,decelerating,53.75,20.8,4.8,22.14,3.71,276.48,8.294
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP20_IE100_SQR,Bronchospasm,2026-05-07T05:39:56.547050+00:00,True,,60.0,30.0,30,280.0,4.0,1.0,20,square,39.39,24.67,4.67,28.04,6.34,277.2,8.316
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP20_IE100_DEC,Bronchospasm,2026-05-07T05:39:56.547432+00:00,True,,60.0,30.0,30,280.0,4.0,1.0,20,decelerating,43.28,24.71,4.71,28.45,6.4,277.2,8.316
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP20_IE050_SQR,Bronchospasm,2026-05-07T05:39:56.547823+00:00,True,,60.0,30.0,30,280.0,4.0,0.5,20,square,41.6,24.69,4.69,26.45,4.32,277.2,8.316
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP20_IE050_DEC,Bronchospasm,2026-05-07T05:39:56.548211+00:00,True,,60.0,30.0,30,280.0,4.0,0.5,20,decelerating,49.72,24.76,4.76,26.77,4.38,277.2,8.316
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP20_IE033_SQR,Bronchospasm,2026-05-07T05:39:56.548599+00:00,True,,60.0,30.0,30,280.0,4.0,0.33,20,square,45.26,24.7,4.7,25.86,3.64,276.48,8.294
VCV_Bronchospasm_C060_R030_VT04_RR030_PEEP20_IE033_DEC,Bronchospasm,2026-05-07T05:39:56.548988+00:00,False,PPeak 57.7 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,30.0,30,280.0,4.0,0.33,20,decelerating,57.75,24.8,4.8,26.14,3.71,276.48,8.294
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP00_IE100_SQR,Bronchospasm,2026-05-07T05:39:56.549442+00:00,True,,60.0,30.0,8,420.0,6.0,1.0,0,square,11.36,7.0,7.0,4.03,1.0,418.88,3.351
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP00_IE100_DEC,Bronchospasm,2026-05-07T05:39:56.549903+00:00,True,,60.0,30.0,8,420.0,6.0,1.0,0,decelerating,9.65,7.02,7.02,4.6,1.0,418.88,3.351
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP00_IE050_SQR,Bronchospasm,2026-05-07T05:39:56.550386+00:00,True,,60.0,30.0,8,420.0,6.0,0.5,0,square,12.51,7.0,7.0,3.16,0.47,418.32,3.347
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP00_IE050_DEC,Bronchospasm,2026-05-07T05:39:56.550849+00:00,True,,60.0,30.0,8,420.0,6.0,0.5,0,decelerating,11.15,7.03,7.03,3.55,0.47,418.32,3.347
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP00_IE033_SQR,Bronchospasm,2026-05-07T05:39:56.551331+00:00,True,,60.0,30.0,8,420.0,6.0,0.33,0,square,14.09,7.0,7.0,2.8,0.32,417.54,3.34
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP00_IE033_DEC,Bronchospasm,2026-05-07T05:39:56.551821+00:00,True,,60.0,30.0,8,420.0,6.0,0.33,0,decelerating,13.95,7.03,7.03,3.1,0.32,417.54,3.34
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP08_IE100_SQR,Bronchospasm,2026-05-07T05:39:56.552278+00:00,True,,60.0,30.0,8,420.0,6.0,1.0,8,square,19.36,15.0,7.0,12.03,1.0,418.88,3.351
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP08_IE100_DEC,Bronchospasm,2026-05-07T05:39:56.552740+00:00,True,,60.0,30.0,8,420.0,6.0,1.0,8,decelerating,17.65,15.02,7.02,12.6,1.0,418.88,3.351
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP08_IE050_SQR,Bronchospasm,2026-05-07T05:39:56.553202+00:00,True,,60.0,30.0,8,420.0,6.0,0.5,8,square,20.51,15.0,7.0,11.16,0.47,418.32,3.347
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP08_IE050_DEC,Bronchospasm,2026-05-07T05:39:56.553665+00:00,True,,60.0,30.0,8,420.0,6.0,0.5,8,decelerating,19.15,15.03,7.03,11.55,0.47,418.32,3.347
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP08_IE033_SQR,Bronchospasm,2026-05-07T05:39:56.554146+00:00,True,,60.0,30.0,8,420.0,6.0,0.33,8,square,22.09,15.0,7.0,10.8,0.32,417.54,3.34
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP08_IE033_DEC,Bronchospasm,2026-05-07T05:39:56.554619+00:00,True,,60.0,30.0,8,420.0,6.0,0.33,8,decelerating,21.95,15.03,7.03,11.1,0.32,417.54,3.34
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP16_IE100_SQR,Bronchospasm,2026-05-07T05:39:56.555074+00:00,True,,60.0,30.0,8,420.0,6.0,1.0,16,square,27.36,23.0,7.0,20.03,1.0,418.88,3.351
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP16_IE100_DEC,Bronchospasm,2026-05-07T05:39:56.555528+00:00,True,,60.0,30.0,8,420.0,6.0,1.0,16,decelerating,25.65,23.02,7.02,20.6,1.0,418.88,3.351
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP16_IE050_SQR,Bronchospasm,2026-05-07T05:39:56.555997+00:00,True,,60.0,30.0,8,420.0,6.0,0.5,16,square,28.51,23.0,7.0,19.16,0.47,418.32,3.347
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP16_IE050_DEC,Bronchospasm,2026-05-07T05:39:56.556458+00:00,True,,60.0,30.0,8,420.0,6.0,0.5,16,decelerating,27.15,23.03,7.03,19.55,0.47,418.32,3.347
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP16_IE033_SQR,Bronchospasm,2026-05-07T05:39:56.556931+00:00,True,,60.0,30.0,8,420.0,6.0,0.33,16,square,30.09,23.0,7.0,18.8,0.32,417.54,3.34
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP16_IE033_DEC,Bronchospasm,2026-05-07T05:39:56.557403+00:00,True,,60.0,30.0,8,420.0,6.0,0.33,16,decelerating,29.95,23.03,7.03,19.1,0.32,417.54,3.34
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP20_IE100_SQR,Bronchospasm,2026-05-07T05:39:56.557867+00:00,True,,60.0,30.0,8,420.0,6.0,1.0,20,square,31.36,27.0,7.0,24.03,1.0,418.88,3.351
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP20_IE100_DEC,Bronchospasm,2026-05-07T05:39:56.558318+00:00,True,,60.0,30.0,8,420.0,6.0,1.0,20,decelerating,29.65,27.02,7.02,24.6,1.0,418.88,3.351
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP20_IE050_SQR,Bronchospasm,2026-05-07T05:39:56.558781+00:00,True,,60.0,30.0,8,420.0,6.0,0.5,20,square,32.51,27.0,7.0,23.16,0.47,418.32,3.347
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP20_IE050_DEC,Bronchospasm,2026-05-07T05:39:56.559245+00:00,True,,60.0,30.0,8,420.0,6.0,0.5,20,decelerating,31.15,27.03,7.03,23.55,0.47,418.32,3.347
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP20_IE033_SQR,Bronchospasm,2026-05-07T05:39:56.559721+00:00,True,,60.0,30.0,8,420.0,6.0,0.33,20,square,34.09,27.0,7.0,22.8,0.32,417.54,3.34
VCV_Bronchospasm_C060_R030_VT06_RR008_PEEP20_IE033_DEC,Bronchospasm,2026-05-07T05:39:56.560200+00:00,True,,60.0,30.0,8,420.0,6.0,0.33,20,decelerating,33.95,27.03,7.03,23.1,0.32,417.54,3.34
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP00_IE100_SQR,Bronchospasm,2026-05-07T05:39:56.560615+00:00,True,,60.0,30.0,16,420.0,6.0,1.0,0,square,17.6,7.02,7.02,7.02,3.86,418.88,6.702
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP00_IE100_DEC,Bronchospasm,2026-05-07T05:39:56.561024+00:00,True,,60.0,30.0,16,420.0,6.0,1.0,0,decelerating,17.41,7.06,7.06,7.59,3.88,418.88,6.702
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP00_IE050_SQR,Bronchospasm,2026-05-07T05:39:56.561434+00:00,True,,60.0,30.0,16,420.0,6.0,0.5,0,square,19.42,7.0,7.0,5.5,2.34,416.64,6.666
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP00_IE050_DEC,Bronchospasm,2026-05-07T05:39:56.561842+00:00,True,,60.0,30.0,16,420.0,6.0,0.5,0,decelerating,22.63,7.06,7.06,5.9,2.36,416.64,6.666
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP00_IE033_SQR,Bronchospasm,2026-05-07T05:39:56.562252+00:00,True,,60.0,30.0,16,420.0,6.0,0.33,0,square,22.4,7.0,7.0,4.93,1.86,415.28,6.645
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP00_IE033_DEC,Bronchospasm,2026-05-07T05:39:56.562664+00:00,True,,60.0,30.0,16,420.0,6.0,0.33,0,decelerating,29.11,7.07,7.07,5.25,1.88,415.28,6.645
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP08_IE100_SQR,Bronchospasm,2026-05-07T05:39:56.563076+00:00,True,,60.0,30.0,16,420.0,6.0,1.0,8,square,25.6,15.02,7.02,15.02,3.86,418.88,6.702
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP08_IE100_DEC,Bronchospasm,2026-05-07T05:39:56.563500+00:00,True,,60.0,30.0,16,420.0,6.0,1.0,8,decelerating,25.41,15.06,7.06,15.59,3.88,418.88,6.702
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP08_IE050_SQR,Bronchospasm,2026-05-07T05:39:56.563909+00:00,True,,60.0,30.0,16,420.0,6.0,0.5,8,square,27.42,15.0,7.0,13.5,2.34,416.64,6.666
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP08_IE050_DEC,Bronchospasm,2026-05-07T05:39:56.564318+00:00,True,,60.0,30.0,16,420.0,6.0,0.5,8,decelerating,30.63,15.06,7.06,13.9,2.36,416.64,6.666
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP08_IE033_SQR,Bronchospasm,2026-05-07T05:39:56.564733+00:00,True,,60.0,30.0,16,420.0,6.0,0.33,8,square,30.4,15.0,7.0,12.93,1.86,415.28,6.645
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP08_IE033_DEC,Bronchospasm,2026-05-07T05:39:56.565144+00:00,True,,60.0,30.0,16,420.0,6.0,0.33,8,decelerating,37.11,15.07,7.07,13.25,1.88,415.28,6.645
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP16_IE100_SQR,Bronchospasm,2026-05-07T05:39:56.565556+00:00,True,,60.0,30.0,16,420.0,6.0,1.0,16,square,33.6,23.02,7.02,23.02,3.86,418.88,6.702
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP16_IE100_DEC,Bronchospasm,2026-05-07T05:39:56.565965+00:00,True,,60.0,30.0,16,420.0,6.0,1.0,16,decelerating,33.41,23.06,7.06,23.59,3.88,418.88,6.702
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP16_IE050_SQR,Bronchospasm,2026-05-07T05:39:56.566373+00:00,True,,60.0,30.0,16,420.0,6.0,0.5,16,square,35.42,23.0,7.0,21.5,2.34,416.64,6.666
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP16_IE050_DEC,Bronchospasm,2026-05-07T05:39:56.566781+00:00,True,,60.0,30.0,16,420.0,6.0,0.5,16,decelerating,38.63,23.06,7.06,21.9,2.36,416.64,6.666
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP16_IE033_SQR,Bronchospasm,2026-05-07T05:39:56.567189+00:00,True,,60.0,30.0,16,420.0,6.0,0.33,16,square,38.4,23.0,7.0,20.93,1.86,415.28,6.645
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP16_IE033_DEC,Bronchospasm,2026-05-07T05:39:56.567600+00:00,True,,60.0,30.0,16,420.0,6.0,0.33,16,decelerating,45.11,23.07,7.07,21.25,1.88,415.28,6.645
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP20_IE100_SQR,Bronchospasm,2026-05-07T05:39:56.568009+00:00,True,,60.0,30.0,16,420.0,6.0,1.0,20,square,37.6,27.02,7.02,27.02,3.86,418.88,6.702
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP20_IE100_DEC,Bronchospasm,2026-05-07T05:39:56.568418+00:00,True,,60.0,30.0,16,420.0,6.0,1.0,20,decelerating,37.41,27.06,7.06,27.59,3.88,418.88,6.702
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP20_IE050_SQR,Bronchospasm,2026-05-07T05:39:56.568827+00:00,True,,60.0,30.0,16,420.0,6.0,0.5,20,square,39.42,27.0,7.0,25.5,2.34,416.64,6.666
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP20_IE050_DEC,Bronchospasm,2026-05-07T05:39:56.569235+00:00,True,,60.0,30.0,16,420.0,6.0,0.5,20,decelerating,42.63,27.06,7.06,25.9,2.36,416.64,6.666
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP20_IE033_SQR,Bronchospasm,2026-05-07T05:39:56.569647+00:00,True,,60.0,30.0,16,420.0,6.0,0.33,20,square,42.4,27.0,7.0,24.93,1.86,415.28,6.645
VCV_Bronchospasm_C060_R030_VT06_RR016_PEEP20_IE033_DEC,Bronchospasm,2026-05-07T05:39:56.570056+00:00,True,,60.0,30.0,16,420.0,6.0,0.33,20,decelerating,49.11,27.07,7.07,25.25,1.88,415.28,6.645
VCV_Bronchospasm_C060_R030_VT06_RR024_PEEP00_IE100_SQR,Bronchospasm,2026-05-07T05:39:56.570446+00:00,True,,60.0,30.0,24,420.0,6.0,1.0,0,square,24.13,7.0,7.0,9.95,7.05,416.64,9.999
VCV_Bronchospasm_C060_R030_VT06_RR024_PEEP00_IE100_DEC,Bronchospasm,2026-05-07T05:39:56.570829+00:00,True,,60.0,30.0,24,420.0,6.0,1.0,0,decelerating,27.37,7.06,7.06,10.55,7.11,416.64,9.999
VCV_Bronchospasm_C060_R030_VT06_RR024_PEEP00_IE050_SQR,Bronchospasm,2026-05-07T05:39:56.571224+00:00,True,,60.0,30.0,24,420.0,6.0,0.5,0,square,26.71,6.97,6.97,7.83,4.62,413.28,9.919
VCV_Bronchospasm_C060_R030_VT06_RR024_PEEP00_IE050_DEC,Bronchospasm,2026-05-07T05:39:56.571621+00:00,True,,60.0,30.0,24,420.0,6.0,0.5,0,decelerating,35.08,7.06,7.06,8.27,4.67,413.28,9.919
VCV_Bronchospasm_C060_R030_VT06_RR024_PEEP00_IE033_SQR,Bronchospasm,2026-05-07T05:39:56.572017+00:00,True,,60.0,30.0,24,420.0,6.0,0.33,0,square,31.14,7.0,7.0,7.1,3.83,413.03,9.913
VCV_Bronchospasm_C060_R030_VT06_RR024_PEEP00_IE033_DEC,Bronchospasm,2026-05-07T05:39:56.572414+00:00,True,,60.0,30.0,24,420.0,6.0,0.33,0,decelerating,44.75,7.11,7.11,7.47,3.89,413.03,9.913
VCV_Bronchospasm_C060_R030_VT06_RR024_PEEP08_IE100_SQR,Bronchospasm,2026-05-07T05:39:56.572796+00:00,True,,60.0,30.0,24,420.0,6.0,1.0,8,square,32.13,15.0,7.0,17.95,7.05,416.64,9.999
VCV_Bronchospasm_C060_R030_VT06_RR024_PEEP08_IE100_DEC,Bronchospasm,2026-05-07T05:39:56.573177+00:00,True,,60.0,30.0,24,420.0,6.0,1.0,8,decelerating,35.37,15.06,7.06,18.55,7.11,416.64,9.999
