scenario_id,condition,generated_at,is_valid,invalid_reason,compliance_mL_per_cmH2O,resistance_cmH2O_L_s,respiratory_rate,insp_pressure_cmH2O,ie_ratio,peep_cmH2O,rise_time_s,ppeak_cmH2O,delivered_vt_mL,driving_p_cmH2O,mean_paw_cmH2O,auto_peep_cmH2O,fill_fraction,minute_vent_L,time_to_peak_flow_s
PCV_Pneumonia_C040_R006_P005_RR016_PEEP00_IE100_RT000,Pneumonia,2026-05-07T10:37:13.185970+00:00,False,Delivered VT 137 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,1.0,0,0.0,5.0,137.32,5.0,2.51,0.0,0.9996,2.197,0.0
PCV_Pneumonia_C040_R006_P005_RR016_PEEP00_IE100_RT020,Pneumonia,2026-05-07T10:37:13.425187+00:00,False,Delivered VT 185 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,1.0,0,0.2,5.0,184.87,5.0,2.37,0.0,0.9991,2.958,0.2
PCV_Pneumonia_C040_R006_P005_RR016_PEEP00_IE100_RT040,Pneumonia,2026-05-07T10:37:13.663405+00:00,False,Delivered VT 192 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,1.0,0,0.4,5.0,192.26,5.0,2.23,0.0,0.9979,3.076,0.39
PCV_Pneumonia_C040_R006_P005_RR016_PEEP00_IE050_RT000,Pneumonia,2026-05-07T10:37:13.917079+00:00,False,Delivered VT 199 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.5,0,0.0,5.0,198.88,5.0,1.67,0.0,0.9945,3.182,0.0
PCV_Pneumonia_C040_R006_P005_RR016_PEEP00_IE050_RT020,Pneumonia,2026-05-07T10:37:14.157635+00:00,False,Delivered VT 198 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.5,0,0.2,5.0,198.27,5.0,1.53,0.0,0.9874,3.172,0.2
PCV_Pneumonia_C040_R006_P005_RR016_PEEP00_IE050_RT040,Pneumonia,2026-05-07T10:37:14.398101+00:00,False,Delivered VT 197 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.5,0,0.4,5.0,197.17,5.0,1.39,0.0,0.971,3.155,0.39
PCV_Pneumonia_C040_R006_P005_RR016_PEEP00_IE033_RT000,Pneumonia,2026-05-07T10:37:14.654441+00:00,False,Delivered VT 196 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.33,0,0.0,5.0,195.85,5.0,1.25,0.0,0.9793,3.134,0.0
PCV_Pneumonia_C040_R006_P005_RR016_PEEP00_IE033_RT020,Pneumonia,2026-05-07T10:37:14.893862+00:00,False,Delivered VT 194 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.33,0,0.2,5.0,193.52,5.0,1.11,0.0,0.9523,3.096,0.2
PCV_Pneumonia_C040_R006_P005_RR016_PEEP00_IE033_RT040,Pneumonia,2026-05-07T10:37:15.133812+00:00,False,Delivered VT 189 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.33,0,0.4,5.0,189.3,5.0,0.98,0.0,0.8903,3.029,0.39
PCV_Pneumonia_C040_R006_P005_RR016_PEEP08_IE100_RT000,Pneumonia,2026-05-07T10:37:15.382813+00:00,False,Delivered VT 137 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,1.0,8,0.0,13.0,137.32,5.0,10.51,0.0,0.9996,2.197,0.0
PCV_Pneumonia_C040_R006_P005_RR016_PEEP08_IE100_RT020,Pneumonia,2026-05-07T10:37:15.621798+00:00,False,Delivered VT 185 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,1.0,8,0.2,13.0,184.87,5.0,10.37,0.0,0.9991,2.958,0.2
PCV_Pneumonia_C040_R006_P005_RR016_PEEP08_IE100_RT040,Pneumonia,2026-05-07T10:37:15.860858+00:00,False,Delivered VT 192 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,1.0,8,0.4,13.0,192.26,5.0,10.23,0.0,0.9979,3.076,0.39
PCV_Pneumonia_C040_R006_P005_RR016_PEEP08_IE050_RT000,Pneumonia,2026-05-07T10:37:16.117174+00:00,False,Delivered VT 199 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.5,8,0.0,13.0,198.88,5.0,9.67,0.0,0.9945,3.182,0.0
PCV_Pneumonia_C040_R006_P005_RR016_PEEP08_IE050_RT020,Pneumonia,2026-05-07T10:37:16.357619+00:00,False,Delivered VT 198 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.5,8,0.2,13.0,198.27,5.0,9.53,0.0,0.9874,3.172,0.2
PCV_Pneumonia_C040_R006_P005_RR016_PEEP08_IE050_RT040,Pneumonia,2026-05-07T10:37:16.598303+00:00,False,Delivered VT 197 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.5,8,0.4,13.0,197.17,5.0,9.39,0.0,0.971,3.155,0.39
PCV_Pneumonia_C040_R006_P005_RR016_PEEP08_IE033_RT000,Pneumonia,2026-05-07T10:37:16.855789+00:00,False,Delivered VT 196 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.33,8,0.0,13.0,195.85,5.0,9.25,0.0,0.9793,3.134,0.0
PCV_Pneumonia_C040_R006_P005_RR016_PEEP08_IE033_RT020,Pneumonia,2026-05-07T10:37:17.097882+00:00,False,Delivered VT 194 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.33,8,0.2,13.0,193.52,5.0,9.11,0.0,0.9523,3.096,0.2
PCV_Pneumonia_C040_R006_P005_RR016_PEEP08_IE033_RT040,Pneumonia,2026-05-07T10:37:17.338530+00:00,False,Delivered VT 189 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.33,8,0.4,13.0,189.3,5.0,8.98,0.0,0.8903,3.029,0.39
PCV_Pneumonia_C040_R006_P005_RR016_PEEP16_IE100_RT000,Pneumonia,2026-05-07T10:37:17.588188+00:00,False,Delivered VT 137 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,1.0,16,0.0,21.0,137.32,5.0,18.51,0.0,0.9996,2.197,0.0
PCV_Pneumonia_C040_R006_P005_RR016_PEEP16_IE100_RT020,Pneumonia,2026-05-07T10:37:17.831886+00:00,False,Delivered VT 185 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,1.0,16,0.2,21.0,184.87,5.0,18.37,0.0,0.9991,2.958,0.2
PCV_Pneumonia_C040_R006_P005_RR016_PEEP16_IE100_RT040,Pneumonia,2026-05-07T10:37:18.070734+00:00,False,Delivered VT 192 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,1.0,16,0.4,21.0,192.26,5.0,18.23,0.0,0.9979,3.076,0.39
PCV_Pneumonia_C040_R006_P005_RR016_PEEP16_IE050_RT000,Pneumonia,2026-05-07T10:37:18.328934+00:00,False,Delivered VT 199 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.5,16,0.0,21.0,198.88,5.0,17.67,0.0,0.9945,3.182,0.0
PCV_Pneumonia_C040_R006_P005_RR016_PEEP16_IE050_RT020,Pneumonia,2026-05-07T10:37:18.570941+00:00,False,Delivered VT 198 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.5,16,0.2,21.0,198.28,5.0,17.53,0.0,0.9874,3.173,0.2
PCV_Pneumonia_C040_R006_P005_RR016_PEEP16_IE050_RT040,Pneumonia,2026-05-07T10:37:18.810816+00:00,False,Delivered VT 197 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.5,16,0.4,21.0,197.17,5.0,17.39,0.0,0.971,3.155,0.39
PCV_Pneumonia_C040_R006_P005_RR016_PEEP16_IE033_RT000,Pneumonia,2026-05-07T10:37:19.065206+00:00,False,Delivered VT 196 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.33,16,0.0,21.0,195.85,5.0,17.25,0.0,0.9793,3.134,0.0
PCV_Pneumonia_C040_R006_P005_RR016_PEEP16_IE033_RT020,Pneumonia,2026-05-07T10:37:19.304233+00:00,False,Delivered VT 194 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.33,16,0.2,21.0,193.52,5.0,17.11,0.0,0.9523,3.096,0.2
PCV_Pneumonia_C040_R006_P005_RR016_PEEP16_IE033_RT040,Pneumonia,2026-05-07T10:37:19.639843+00:00,False,Delivered VT 189 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.33,16,0.4,21.0,189.3,5.0,16.98,0.0,0.8903,3.029,0.39
PCV_Pneumonia_C040_R006_P005_RR016_PEEP20_IE100_RT000,Pneumonia,2026-05-07T10:37:19.902322+00:00,False,Delivered VT 137 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,1.0,20,0.0,25.0,137.32,5.0,22.51,0.0,0.9996,2.197,0.0
PCV_Pneumonia_C040_R006_P005_RR016_PEEP20_IE100_RT020,Pneumonia,2026-05-07T10:37:20.144946+00:00,False,Delivered VT 185 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,1.0,20,0.2,25.0,184.87,5.0,22.37,0.0,0.9991,2.958,0.2
PCV_Pneumonia_C040_R006_P005_RR016_PEEP20_IE100_RT040,Pneumonia,2026-05-07T10:37:20.382848+00:00,False,Delivered VT 192 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,1.0,20,0.4,25.0,192.26,5.0,22.23,0.0,0.9979,3.076,0.39
PCV_Pneumonia_C040_R006_P005_RR016_PEEP20_IE050_RT000,Pneumonia,2026-05-07T10:37:20.639050+00:00,False,Delivered VT 199 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.5,20,0.0,25.0,198.88,5.0,21.67,0.0,0.9945,3.182,0.0
PCV_Pneumonia_C040_R006_P005_RR016_PEEP20_IE050_RT020,Pneumonia,2026-05-07T10:37:20.878301+00:00,False,Delivered VT 198 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.5,20,0.2,25.0,198.28,5.0,21.53,0.0,0.9874,3.173,0.2
PCV_Pneumonia_C040_R006_P005_RR016_PEEP20_IE050_RT040,Pneumonia,2026-05-07T10:37:21.115472+00:00,False,Delivered VT 197 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.5,20,0.4,25.0,197.17,5.0,21.39,0.0,0.971,3.155,0.39
PCV_Pneumonia_C040_R006_P005_RR016_PEEP20_IE033_RT000,Pneumonia,2026-05-07T10:37:21.369638+00:00,False,Delivered VT 196 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.33,20,0.0,25.0,195.85,5.0,21.25,0.0,0.9793,3.134,0.0
PCV_Pneumonia_C040_R006_P005_RR016_PEEP20_IE033_RT020,Pneumonia,2026-05-07T10:37:21.610470+00:00,False,Delivered VT 194 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.33,20,0.2,25.0,193.52,5.0,21.11,0.0,0.9523,3.096,0.2
PCV_Pneumonia_C040_R006_P005_RR016_PEEP20_IE033_RT040,Pneumonia,2026-05-07T10:37:21.855302+00:00,False,Delivered VT 189 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,16,5,0.33,20,0.4,25.0,189.3,5.0,20.98,0.0,0.8903,3.029,0.39
PCV_Pneumonia_C040_R006_P005_RR024_PEEP00_IE100_RT000,Pneumonia,2026-05-07T10:37:22.028701+00:00,False,Delivered VT 198 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,1.0,0,0.0,5.0,197.82,5.0,2.5,0.03,0.9945,4.748,0.0
PCV_Pneumonia_C040_R006_P005_RR024_PEEP00_IE100_RT020,Pneumonia,2026-05-07T10:37:22.191621+00:00,False,Delivered VT 197 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,1.0,0,0.2,5.0,197.21,5.0,2.29,0.03,0.9874,4.733,0.2
PCV_Pneumonia_C040_R006_P005_RR024_PEEP00_IE100_RT040,Pneumonia,2026-05-07T10:37:22.354636+00:00,False,Delivered VT 196 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,1.0,0,0.4,5.0,196.09,5.0,2.09,0.03,0.971,4.706,0.39
PCV_Pneumonia_C040_R006_P005_RR024_PEEP00_IE050_RT000,Pneumonia,2026-05-07T10:37:22.528164+00:00,False,Delivered VT 194 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.5,0,0.0,5.0,193.52,5.0,1.68,0.0,0.969,4.645,0.0
PCV_Pneumonia_C040_R006_P005_RR024_PEEP00_IE050_RT020,Pneumonia,2026-05-07T10:37:22.692037+00:00,False,Delivered VT 190 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.5,0,0.2,5.0,189.99,5.0,1.47,0.0,0.9286,4.56,0.2
PCV_Pneumonia_C040_R006_P005_RR024_PEEP00_IE050_RT040,Pneumonia,2026-05-07T10:37:22.854411+00:00,False,Delivered VT 184 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.5,0,0.4,5.0,183.6,5.0,1.27,0.0,0.8356,4.406,0.39
PCV_Pneumonia_C040_R006_P005_RR024_PEEP00_IE033_RT000,Pneumonia,2026-05-07T10:37:23.030139+00:00,False,Delivered VT 185 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.33,0,0.0,5.0,184.83,5.0,1.26,0.0,0.9246,4.436,0.0
PCV_Pneumonia_C040_R006_P005_RR024_PEEP00_IE033_RT020,Pneumonia,2026-05-07T10:37:23.194770+00:00,False,Delivered VT 176 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.33,0,0.2,5.0,176.35,5.0,1.05,0.0,0.8264,4.233,0.2
PCV_Pneumonia_C040_R006_P005_RR024_PEEP00_IE033_RT040,Pneumonia,2026-05-07T10:37:23.360495+00:00,False,Delivered VT 169 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.33,0,0.4,5.0,169.07,5.0,0.94,0.0,0.7254,4.058,0.31
PCV_Pneumonia_C040_R006_P005_RR024_PEEP08_IE100_RT000,Pneumonia,2026-05-07T10:37:23.532679+00:00,False,Delivered VT 198 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,1.0,8,0.0,13.0,197.82,5.0,10.5,0.03,0.9945,4.748,0.0
PCV_Pneumonia_C040_R006_P005_RR024_PEEP08_IE100_RT020,Pneumonia,2026-05-07T10:37:23.695635+00:00,False,Delivered VT 197 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,1.0,8,0.2,13.0,197.21,5.0,10.29,0.03,0.9874,4.733,0.2
PCV_Pneumonia_C040_R006_P005_RR024_PEEP08_IE100_RT040,Pneumonia,2026-05-07T10:37:23.856897+00:00,False,Delivered VT 196 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,1.0,8,0.4,13.0,196.11,5.0,10.09,0.03,0.971,4.707,0.39
PCV_Pneumonia_C040_R006_P005_RR024_PEEP08_IE050_RT000,Pneumonia,2026-05-07T10:37:24.029995+00:00,False,Delivered VT 194 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.5,8,0.0,13.0,193.52,5.0,9.68,0.0,0.969,4.645,0.0
PCV_Pneumonia_C040_R006_P005_RR024_PEEP08_IE050_RT020,Pneumonia,2026-05-07T10:37:24.192674+00:00,False,Delivered VT 190 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.5,8,0.2,13.0,189.99,5.0,9.47,0.0,0.9286,4.56,0.2
PCV_Pneumonia_C040_R006_P005_RR024_PEEP08_IE050_RT040,Pneumonia,2026-05-07T10:37:24.354534+00:00,False,Delivered VT 184 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.5,8,0.4,13.0,183.6,5.0,9.27,0.0,0.8356,4.407,0.39
PCV_Pneumonia_C040_R006_P005_RR024_PEEP08_IE033_RT000,Pneumonia,2026-05-07T10:37:24.529725+00:00,False,Delivered VT 185 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.33,8,0.0,13.0,184.83,5.0,9.26,0.0,0.9246,4.436,0.0
PCV_Pneumonia_C040_R006_P005_RR024_PEEP08_IE033_RT020,Pneumonia,2026-05-07T10:37:24.694260+00:00,False,Delivered VT 176 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.33,8,0.2,13.0,176.35,5.0,9.05,0.0,0.8264,4.233,0.2
PCV_Pneumonia_C040_R006_P005_RR024_PEEP08_IE033_RT040,Pneumonia,2026-05-07T10:37:24.856720+00:00,False,Delivered VT 169 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.33,8,0.4,13.0,169.07,5.0,8.94,0.0,0.7254,4.058,0.31
PCV_Pneumonia_C040_R006_P005_RR024_PEEP16_IE100_RT000,Pneumonia,2026-05-07T10:37:25.028791+00:00,False,Delivered VT 198 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,1.0,16,0.0,21.0,197.82,5.0,18.5,0.03,0.9945,4.748,0.0
PCV_Pneumonia_C040_R006_P005_RR024_PEEP16_IE100_RT020,Pneumonia,2026-05-07T10:37:25.191163+00:00,False,Delivered VT 197 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,1.0,16,0.2,21.0,197.2,5.0,18.29,0.03,0.9874,4.733,0.2
PCV_Pneumonia_C040_R006_P005_RR024_PEEP16_IE100_RT040,Pneumonia,2026-05-07T10:37:25.352414+00:00,False,Delivered VT 196 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,1.0,16,0.4,21.0,196.1,5.0,18.09,0.03,0.971,4.706,0.39
PCV_Pneumonia_C040_R006_P005_RR024_PEEP16_IE050_RT000,Pneumonia,2026-05-07T10:37:25.525475+00:00,False,Delivered VT 194 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.5,16,0.0,21.0,193.52,5.0,17.68,0.0,0.969,4.645,0.0
PCV_Pneumonia_C040_R006_P005_RR024_PEEP16_IE050_RT020,Pneumonia,2026-05-07T10:37:25.688313+00:00,False,Delivered VT 190 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.5,16,0.2,21.0,189.99,5.0,17.47,0.0,0.9286,4.56,0.2
PCV_Pneumonia_C040_R006_P005_RR024_PEEP16_IE050_RT040,Pneumonia,2026-05-07T10:37:25.850101+00:00,False,Delivered VT 184 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.5,16,0.4,21.0,183.6,5.0,17.27,0.0,0.8356,4.406,0.39
PCV_Pneumonia_C040_R006_P005_RR024_PEEP16_IE033_RT000,Pneumonia,2026-05-07T10:37:26.024992+00:00,False,Delivered VT 185 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.33,16,0.0,21.0,184.83,5.0,17.26,0.0,0.9246,4.436,0.0
PCV_Pneumonia_C040_R006_P005_RR024_PEEP16_IE033_RT020,Pneumonia,2026-05-07T10:37:26.189004+00:00,False,Delivered VT 176 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.33,16,0.2,21.0,176.35,5.0,17.05,0.0,0.8264,4.233,0.2
PCV_Pneumonia_C040_R006_P005_RR024_PEEP16_IE033_RT040,Pneumonia,2026-05-07T10:37:26.352596+00:00,False,Delivered VT 169 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.33,16,0.4,21.0,169.07,5.0,16.94,0.0,0.7254,4.058,0.31
PCV_Pneumonia_C040_R006_P005_RR024_PEEP20_IE100_RT000,Pneumonia,2026-05-07T10:37:26.524199+00:00,False,Delivered VT 198 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,1.0,20,0.0,25.0,197.82,5.0,22.5,0.03,0.9945,4.748,0.0
PCV_Pneumonia_C040_R006_P005_RR024_PEEP20_IE100_RT020,Pneumonia,2026-05-07T10:37:26.687455+00:00,False,Delivered VT 197 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,1.0,20,0.2,25.0,197.2,5.0,22.29,0.03,0.9874,4.733,0.2
PCV_Pneumonia_C040_R006_P005_RR024_PEEP20_IE100_RT040,Pneumonia,2026-05-07T10:37:26.850906+00:00,False,Delivered VT 196 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,1.0,20,0.4,25.0,196.09,5.0,22.09,0.03,0.971,4.706,0.39
PCV_Pneumonia_C040_R006_P005_RR024_PEEP20_IE050_RT000,Pneumonia,2026-05-07T10:37:27.024594+00:00,False,Delivered VT 194 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.5,20,0.0,25.0,193.52,5.0,21.68,0.0,0.969,4.645,0.0
PCV_Pneumonia_C040_R006_P005_RR024_PEEP20_IE050_RT020,Pneumonia,2026-05-07T10:37:27.188650+00:00,False,Delivered VT 190 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.5,20,0.2,25.0,189.99,5.0,21.47,0.0,0.9286,4.56,0.2
PCV_Pneumonia_C040_R006_P005_RR024_PEEP20_IE050_RT040,Pneumonia,2026-05-07T10:37:27.351721+00:00,False,Delivered VT 184 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.5,20,0.4,25.0,183.6,5.0,21.27,0.0,0.8356,4.406,0.39
PCV_Pneumonia_C040_R006_P005_RR024_PEEP20_IE033_RT000,Pneumonia,2026-05-07T10:37:27.528870+00:00,False,Delivered VT 185 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.33,20,0.0,25.0,184.83,5.0,21.26,0.0,0.9246,4.436,0.0
PCV_Pneumonia_C040_R006_P005_RR024_PEEP20_IE033_RT020,Pneumonia,2026-05-07T10:37:27.694809+00:00,False,Delivered VT 176 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.33,20,0.2,25.0,176.35,5.0,21.05,0.0,0.8264,4.233,0.2
PCV_Pneumonia_C040_R006_P005_RR024_PEEP20_IE033_RT040,Pneumonia,2026-05-07T10:37:27.861207+00:00,False,Delivered VT 169 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,24,5,0.33,20,0.4,25.0,169.07,5.0,20.94,0.0,0.7254,4.058,0.31
PCV_Pneumonia_C040_R006_P005_RR030_PEEP00_IE100_RT000,Pneumonia,2026-05-07T10:37:28.002783+00:00,False,Delivered VT 194 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,30,5,1.0,0,0.0,5.0,193.89,5.0,2.5,0.08,0.9845,5.817,0.0
PCV_Pneumonia_C040_R006_P005_RR030_PEEP00_IE100_RT020,Pneumonia,2026-05-07T10:37:28.134966+00:00,False,Delivered VT 192 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,30,5,1.0,0,0.2,5.0,192.18,5.0,2.24,0.08,0.9643,5.765,0.2
PCV_Pneumonia_C040_R006_P005_RR030_PEEP00_IE100_RT040,Pneumonia,2026-05-07T10:37:28.265730+00:00,False,Delivered VT 189 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,30,5,1.0,0,0.4,5.0,189.08,5.0,1.99,0.08,0.9179,5.672,0.39
PCV_Pneumonia_C040_R006_P005_RR030_PEEP00_IE050_RT000,Pneumonia,2026-05-07T10:37:28.409724+00:00,False,Delivered VT 187 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,30,5,0.5,0,0.0,5.0,186.54,5.0,1.68,0.02,0.9378,5.596,0.0
PCV_Pneumonia_C040_R006_P005_RR030_PEEP00_IE050_RT020,Pneumonia,2026-05-07T10:37:28.542174+00:00,False,Delivered VT 179 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,30,5,0.5,0,0.2,5.0,179.39,5.0,1.41,0.02,0.8569,5.382,0.2
PCV_Pneumonia_C040_R006_P005_RR030_PEEP00_IE050_RT040,Pneumonia,2026-05-07T10:37:28.675012+00:00,False,Delivered VT 172 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,30,5,0.5,0,0.4,5.0,171.66,5.0,1.25,0.02,0.7506,5.15,0.33
PCV_Pneumonia_C040_R006_P005_RR030_PEEP00_IE033_RT000,Pneumonia,2026-05-07T10:37:28.818760+00:00,False,Delivered VT 174 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,30,5,0.33,0,0.0,5.0,173.75,5.0,1.25,0.01,0.8735,5.212,0.0
PCV_Pneumonia_C040_R006_P005_RR030_PEEP00_IE033_RT020,Pneumonia,2026-05-07T10:37:28.953331+00:00,False,Delivered VT 159 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,30,5,0.33,0,0.2,5.0,159.2,5.0,0.99,0.01,0.709,4.776,0.2
PCV_Pneumonia_C040_R006_P005_RR030_PEEP00_IE033_RT040,Pneumonia,2026-05-07T10:37:29.085813+00:00,False,Delivered VT 154 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,30,5,0.33,0,0.4,5.0,154.24,5.0,0.93,0.01,0.6444,4.627,0.25
PCV_Pneumonia_C040_R006_P005_RR030_PEEP08_IE100_RT000,Pneumonia,2026-05-07T10:37:29.226458+00:00,False,Delivered VT 194 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,30,5,1.0,8,0.0,13.0,193.89,5.0,10.5,0.08,0.9845,5.817,0.0
PCV_Pneumonia_C040_R006_P005_RR030_PEEP08_IE100_RT020,Pneumonia,2026-05-07T10:37:29.358286+00:00,False,Delivered VT 192 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,30,5,1.0,8,0.2,13.0,192.18,5.0,10.24,0.08,0.9643,5.765,0.2
PCV_Pneumonia_C040_R006_P005_RR030_PEEP08_IE100_RT040,Pneumonia,2026-05-07T10:37:29.488992+00:00,False,Delivered VT 189 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,30,5,1.0,8,0.4,13.0,189.08,5.0,9.99,0.08,0.9179,5.672,0.39
PCV_Pneumonia_C040_R006_P005_RR030_PEEP08_IE050_RT000,Pneumonia,2026-05-07T10:37:29.631295+00:00,False,Delivered VT 187 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,30,5,0.5,8,0.0,13.0,186.54,5.0,9.68,0.02,0.9378,5.596,0.0
PCV_Pneumonia_C040_R006_P005_RR030_PEEP08_IE050_RT020,Pneumonia,2026-05-07T10:37:29.764096+00:00,False,Delivered VT 179 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,30,5,0.5,8,0.2,13.0,179.39,5.0,9.41,0.02,0.8569,5.382,0.2
PCV_Pneumonia_C040_R006_P005_RR030_PEEP08_IE050_RT040,Pneumonia,2026-05-07T10:37:29.896264+00:00,False,Delivered VT 172 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,30,5,0.5,8,0.4,13.0,171.66,5.0,9.25,0.02,0.7506,5.15,0.33
PCV_Pneumonia_C040_R006_P005_RR030_PEEP08_IE033_RT000,Pneumonia,2026-05-07T10:37:30.040046+00:00,False,Delivered VT 174 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,30,5,0.33,8,0.0,13.0,173.75,5.0,9.25,0.01,0.8735,5.212,0.0
PCV_Pneumonia_C040_R006_P005_RR030_PEEP08_IE033_RT020,Pneumonia,2026-05-07T10:37:30.172880+00:00,False,Delivered VT 159 mL below minimum (210 mL = 3 mL/kg IBW),40.0,6.0,30,5,0.33,8,0.2,13.0,159.2,5.0,8.99,0.01,0.709,4.776,0.2
